loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,delinq_amnt,percent_funded
20000,6.17,609.99,60000.0,5.06,0,0,100.0
3500,13.35,118.52,41941.0,11.76,0,0,100.0
10000,8.88,207.01,40000.0,15.69,0,0,100.0
24000,13.72,554.97,94000.0,10.72,0,0,100.0
15000,5.79,454.91,130000.0,7.44,0,0,100.0
15500,10.36,332.09,124000.0,6.92,0,0,100.0
12000,14.09,410.66,50400.0,24.12,0,0,100.0
6000,6.54,184.01,53088.0,4.97,0,0,100.0
20000,14.09,684.43,75000.0,23.84,1,0,100.0
12750,14.46,299.72,35000.0,12.51,0,0,100.0
20000,13.72,680.84,110000.0,6.85,0,0,100.0
5000,5.79,151.64,60000.0,10.86,0,0,100.0
6500,13.35,220.11,174996.0,22.37,0,0,100.0
10000,6.17,305.0,68750.0,5.97,0,0,100.0
1000,6.54,30.67,70000.0,12.82,0,0,100.0
18000,9.99,382.36,57408.0,23.12,0,0,100.0
8000,5.79,242.62,61000.0,12.22,0,0,100.0
8000,6.54,245.34,75000.0,5.7,0,0,100.0
1500,12.61,50.26,18000.0,15.33,0,0,100.0
12000,6.91,370.04,45000.0,8.93,0,0,100.0
6400,9.62,205.38,53947.0,21.13,0,0,100.0
19000,14.09,650.21,58000.0,7.74,0,0,100.0
20000,17.06,497.7,103000.0,18.26,0,0,100.0
24250,18.54,622.94,60142.0,14.71,0,0,100.0
2275,6.17,69.39,32000.0,10.46,0,0,100.0
10000,8.88,317.44,96500.0,19.33,0,0,100.0
25000,15.57,873.63,75000.0,9.17,0,0,100.0
7500,10.36,160.69,50000.0,18.36,0,0,100.0
23700,6.17,722.83,77065.0,21.57,0,0,100.0
7500,5.79,227.46,99300.0,8.92,0,0,100.0
10000,5.42,301.6,120000.0,7.83,0,0,100.0
15000,12.23,335.42,100000.0,7.08,0,0,100.0
25000,10.36,810.92,74000.0,16.14,0,0,100.0
9250,5.79,280.53,67000.0,18.91,0,0,100.0
10000,17.06,248.85,32000.0,4.73,0,0,100.0
25000,9.99,806.57,145000.0,16.67,0,0,100.0
10000,5.79,303.27,24000.0,0.0,0,0,100.0
4000,9.25,127.67,64200.0,1.98,0,0,100.0
5000,10.36,162.19,24000.0,19.75,0,0,100.0
3000,10.36,97.31,64800.0,14.56,0,0,100.0
6400,12.23,143.11,33600.0,18.96,0,0,100.0
20000,9.62,421.22,83000.0,14.4,0,0,100.0
3000,14.09,102.67,21600.0,19.11,2,0,100.0
10800,18.17,275.25,96000.0,23.06,0,0,100.0
12000,14.83,284.41,70000.0,12.26,0,0,100.0
1600,9.99,51.62,28000.0,10.41,0,0,100.0
6000,12.23,199.95,109200.0,5.91,0,0,100.0
12000,13.35,406.36,52000.0,16.34,0,0,100.0
4800,9.25,153.2,45243.12,15.99,0,0,100.0
11000,9.25,351.08,104000.0,13.48,0,0,100.0
12000,14.09,410.66,42000.0,11.69,0,0,100.0
10000,9.99,322.63,70000.0,23.83,0,0,100.0
6000,12.61,201.04,38160.0,0.6,1,0,100.0
6000,8.88,124.21,48000.0,4.4,0,0,100.0
25000,14.83,864.56,100000.0,16.74,1,0,100.0
25000,20.03,662.77,86100.0,12.36,2,0,100.0
1500,6.91,46.26,24000.0,20.05,0,0,100.0
5000,5.42,150.8,54000.0,13.73,0,0,100.0
1000,9.62,32.09,38400.0,14.34,0,0,100.0
16000,10.36,342.8,97200.0,0.59,0,0,100.0
10000,5.79,303.27,75000.0,15.79,0,0,100.0
15000,9.99,318.64,30000.0,12.88,0,0,100.0
4000,9.25,127.67,26000.0,5.26,0,0,100.0
16000,6.17,441.48,80000.0,1.8,0,0,90.46875
16000,15.57,385.45,119600.0,8.5,0,0,100.0
20000,16.32,489.77,100000.0,18.9,0,0,100.0
25000,9.62,802.23,70000.0,16.61,0,0,100.0
7000,9.99,225.84,66000.0,6.58,0,0,100.0
6000,12.98,202.11,28000.0,5.36,0,0,100.0
1500,6.54,46.01,75000.0,3.87,1,0,100.0
8000,9.25,255.33,30000.0,8.08,0,0,100.0
7000,5.42,211.12,45000.0,5.01,0,0,100.0
9000,10.36,291.93,36000.0,14.73,0,0,100.0
15000,14.83,518.74,54996.0,23.61,0,0,100.0
15000,6.54,416.31,55000.0,5.52,0,0,90.5
1500,9.62,48.14,54000.0,21.02,1,0,100.0
8000,12.98,181.95,115000.0,23.35,0,0,100.0
12000,6.91,370.04,62471.04,7.13,0,0,100.0
10000,5.79,303.27,52000.0,1.5,0,0,100.0
12000,5.79,363.93,60000.0,5.44,0,0,100.0
15000,6.17,358.37,47952.0,0.13,0,0,78.33333333333333
6925,9.62,222.22,78000.0,15.4,0,0,100.0
12000,5.79,307.82,36000.0,6.27,0,0,84.58333333333333
25000,14.46,587.69,135000.0,4.5,1,0,100.0
8400,13.72,285.96,120000.0,2.92,0,0,100.0
4000,9.25,127.67,48000.0,10.2,0,0,100.0
5000,6.54,153.34,36480.0,18.29,0,0,100.0
6000,6.91,185.02,33600.0,7.79,0,0,100.0
3600,5.79,109.18,121000.0,13.46,0,0,100.0
20000,6.91,410.89,59000.0,16.86,0,0,66.625
3500,13.72,119.15,65000.0,15.58,0,0,100.0
5000,13.35,169.32,100000.0,9.85,0,0,100.0
16750,9.25,349.74,42000.0,13.23,0,0,100.0
25000,14.83,864.56,110000.0,15.1,1,0,100.0
10800,9.99,348.44,61402.0,14.29,0,0,100.0
10000,6.17,305.0,72000.0,11.35,0,0,100.0
20000,17.8,505.7,67000.0,13.81,0,0,100.0
12000,9.99,254.91,110000.0,16.54,0,0,100.0
20000,6.54,561.21,70000.0,10.41,0,0,91.5
22000,6.91,474.88,91560.0,18.28,0,0,70.0
8500,6.54,260.68,70800.0,0.02,0,0,100.0
10000,9.25,319.17,60000.0,18.54,0,0,100.0
6400,5.42,193.03,20000.0,9.72,0,0,100.0
25000,18.17,637.15,120000.0,15.76,0,0,100.0
13000,13.35,298.13,40000.0,24.81,0,0,100.0
19000,14.83,657.07,51500.0,22.23,0,0,100.0
2500,12.98,84.22,24996.0,20.55,0,0,100.0
8000,15.57,192.73,80000.0,19.86,1,0,100.0
12000,12.23,399.9,110000.0,10.16,1,0,100.0
13000,14.83,308.12,85000.0,20.22,1,0,100.0
15000,15.95,364.38,42000.0,13.17,0,0,100.0
15000,6.54,460.01,59500.0,15.89,0,0,100.0
10000,10.36,324.37,46000.0,22.02,0,0,100.0
5000,15.95,121.46,50000.0,0.48,1,0,100.0
4750,17.43,119.16,18000.0,17.2,0,0,100.0
5000,6.17,152.5,60000.0,21.9,0,0,100.0
10000,6.17,305.0,42000.0,11.09,0,0,100.0
7750,6.91,238.98,20352.0,22.23,0,0,100.0
14000,12.23,466.54,32000.0,16.73,0,0,100.0
20000,12.61,451.08,90000.0,8.85,1,0,100.0
20000,17.06,497.7,125000.0,13.81,1,0,100.0
20000,6.91,616.72,70000.0,11.25,0,0,100.0
15000,6.54,406.35,110000.0,9.98,0,0,88.33333333333333
6000,9.99,127.46,52200.0,5.47,0,0,100.0
6250,13.72,144.53,29000.0,20.61,0,0,100.0
25000,15.95,878.31,250000.0,7.36,0,0,100.0
4350,5.79,131.93,70000.0,1.85,0,0,100.0
24000,6.17,440.72,112548.0,5.58,0,0,60.208333333333336
4500,13.72,104.06,36000.0,13.7,0,0,100.0
4500,12.98,151.58,50000.0,3.34,1,0,100.0
7200,6.17,219.6,90000.0,12.49,0,0,100.0
15000,6.17,457.49,100000.0,3.94,0,0,100.0
12000,9.62,385.07,60000.0,17.8,0,0,100.0
7000,5.42,211.12,90000.0,6.67,0,0,100.0
15200,15.95,534.02,123000.0,15.45,1,0,100.0
8300,5.42,250.33,21996.0,9.44,0,0,100.0
4200,13.72,97.12,44196.0,4.37,0,0,100.0
6300,9.62,132.69,40000.0,1.62,0,0,100.0
8000,9.25,255.33,42000.0,23.06,0,0,100.0
3000,14.46,70.53,48000.0,10.13,0,0,100.0
4000,9.99,84.97,26400.0,22.91,0,0,100.0
24000,9.99,509.82,55000.0,11.14,0,0,100.0
3500,6.54,107.34,42000.0,14.8,0,0,100.0
5500,13.35,126.13,40000.0,12.48,0,0,100.0
4800,5.79,145.57,100000.0,6.17,0,0,100.0
3600,6.91,111.01,60900.0,13.69,0,0,100.0
3850,9.62,123.55,49000.0,7.76,0,0,100.0
11000,5.42,331.76,43200.0,6.19,0,0,100.0
4000,16.32,141.27,15600.0,11.92,0,0,100.0
1000,10.36,32.44,33600.0,13.21,0,0,100.0
15000,6.91,462.54,120000.0,12.01,0,0,100.0
10000,14.46,235.08,47000.0,18.28,0,0,100.0
2250,8.88,71.43,42000.0,2.8,0,0,100.0
10000,10.36,324.37,82000.0,22.79,0,0,100.0
7500,5.79,227.46,20000.0,14.1,0,0,100.0
12500,6.91,385.45,65000.0,10.71,0,0,100.0
16000,6.91,493.38,85000.0,5.97,0,0,100.0
25000,14.83,864.56,47000.0,14.45,0,0,100.0
5000,10.36,162.19,36000.0,4.23,1,0,100.0
12600,13.35,288.96,45000.0,11.15,1,0,100.0
2000,6.91,61.68,58020.0,17.66,0,0,100.0
12000,5.79,363.93,96000.0,2.25,0,0,100.0
1800,6.17,54.9,36000.0,19.97,0,0,100.0
13000,13.72,300.61,123600.0,4.72,0,0,100.0
3000,9.25,95.75,90000.0,22.0,0,0,100.0
11000,12.98,250.18,37000.0,13.98,0,0,100.0
25000,9.99,806.57,137000.0,19.86,0,0,100.0
4800,13.35,162.55,60000.0,4.46,1,0,100.0
8000,15.95,194.34,130000.0,0.75,0,0,100.0
3000,12.23,99.98,30000.0,23.92,0,0,100.0
9600,9.99,309.72,54696.0,17.11,0,0,100.0
25000,14.09,855.54,58800.0,15.55,0,0,100.0
10000,12.61,225.54,33500.0,14.51,1,0,100.0
4000,6.54,122.67,85000.0,12.92,0,0,100.0
12000,6.91,370.04,48600.0,18.1,0,0,100.0
6000,5.79,181.97,26000.0,24.92,0,0,100.0
15000,16.69,370.3,90000.0,16.24,1,0,100.0
2000,9.25,63.84,42000.0,12.17,1,0,100.0
23000,6.91,709.23,160000.0,10.14,0,0,100.0
12000,9.62,252.73,40000.0,2.67,0,0,100.0
12000,19.66,315.67,70000.0,2.86,0,0,100.0
3500,12.61,117.28,42500.0,13.33,0,0,100.0
1600,13.72,54.47,16800.0,20.86,1,0,100.0
19000,18.54,488.08,41000.0,10.04,0,0,100.0
20000,10.36,428.5,43000.0,7.53,0,0,100.0
12000,5.79,363.93,145000.0,7.79,1,0,100.0
10000,9.25,319.17,33975.0,18.97,0,0,100.0
3600,9.62,75.82,37000.0,16.44,0,0,100.0
2000,6.54,61.34,72000.0,19.08,0,0,100.0
15000,5.79,454.91,45600.0,19.92,0,0,100.0
8000,14.46,188.06,65328.0,11.65,0,0,100.0
15000,18.54,385.33,125004.0,5.97,1,0,100.0
14500,6.91,446.36,35500.0,24.51,0,0,99.82758620689656
12000,5.79,363.93,90000.0,2.85,0,0,100.0
16000,12.23,357.78,45000.0,13.68,0,0,100.0
5000,5.79,151.64,86400.0,11.76,0,0,100.0
20000,16.32,489.77,90000.0,16.15,0,0,100.0
10200,14.83,352.74,35496.0,5.88,1,0,100.0
3000,14.83,71.11,36000.0,12.2,0,0,100.0
20000,9.62,421.22,90000.0,11.85,0,0,100.0
10000,9.25,319.17,58000.0,10.72,1,0,100.0
16000,5.79,485.24,96000.0,10.7,0,0,100.0
2400,9.62,77.02,52800.0,10.16,0,0,100.0
25000,14.46,587.69,60000.0,13.84,0,0,100.0
15000,13.35,343.99,70000.0,9.41,0,0,100.0
10000,6.17,305.0,118000.0,7.94,0,0,100.0
9600,5.42,289.54,75000.0,8.4,0,0,100.0
20000,6.17,609.99,117000.0,10.53,0,0,100.0
12000,6.91,370.04,80000.0,12.31,0,0,100.0
15000,15.57,524.18,49000.0,12.42,0,0,100.0
24600,18.54,631.93,110000.0,21.59,0,0,100.0
7000,15.2,167.27,125000.0,14.85,0,0,100.0
6000,5.79,181.97,40000.0,15.15,0,0,100.0
7200,10.36,154.26,19200.0,14.31,0,0,100.0
10800,6.91,333.03,72000.0,15.25,0,0,100.0
5000,9.25,159.59,72000.0,10.8,0,0,100.0
12000,6.91,370.04,62400.0,17.92,0,0,100.0
5275,18.54,135.51,90000.0,15.85,1,0,100.0
7000,6.54,214.68,47000.0,10.16,0,0,100.0
8400,9.99,178.44,49200.0,12.34,0,0,100.0
3800,12.98,86.43,18000.0,17.47,0,0,100.0
4000,8.88,82.81,64200.0,4.02,0,0,100.0
5500,10.36,178.41,10200.0,6.35,0,0,100.0
12000,6.54,242.28,59448.0,19.3,0,0,65.83333333333333
1000,13.35,22.94,36000.0,10.8,0,0,100.0
5000,5.79,151.64,45000.0,0.53,0,0,100.0
15000,6.54,289.04,97781.0,17.59,0,0,62.833333333333336
8000,12.23,266.6,60000.0,13.58,0,0,100.0
6000,13.35,203.18,55000.0,24.39,0,0,100.0
17000,9.62,358.03,84500.0,10.46,0,0,100.0
3000,6.91,92.51,63600.0,15.62,0,0,100.0
4800,13.35,162.55,30000.0,23.2,0,0,100.0
12000,6.91,234.36,82700.0,12.99,0,0,63.333333333333336
9600,6.91,274.45,140000.0,19.15,0,0,92.70833333333333
19500,9.99,303.77,45000.0,10.29,0,0,73.33333333333333
8000,10.36,259.5,95000.0,8.67,0,0,100.0
3000,8.88,95.24,56000.0,20.57,0,0,100.0
11000,16.69,271.55,26952.0,7.35,0,0,100.0
12000,14.83,284.41,72000.0,12.97,0,0,100.0
11500,14.09,393.55,41725.0,23.18,0,0,100.0
20000,9.62,267.47,65000.0,21.84,0,0,63.5
5000,6.91,154.18,50000.0,6.22,0,0,100.0
3000,6.91,92.51,28000.0,7.8,0,0,100.0
6000,9.99,193.58,74500.0,17.09,1,0,100.0
24250,16.69,598.65,53964.0,11.47,0,0,100.0
4500,5.42,135.72,63000.0,9.05,0,0,100.0
25000,14.46,860.04,100000.0,11.44,0,0,100.0
25000,9.62,609.7,445000.0,6.3,0,0,76.0
6400,6.91,197.36,45600.0,13.39,0,0,100.0
1500,10.36,48.66,45000.0,18.16,0,0,100.0
3500,9.62,112.32,35000.0,12.21,0,0,100.0
10000,5.42,301.6,42000.0,0.57,0,0,100.0
5000,9.25,159.59,50000.0,11.35,0,0,100.0
20000,8.88,634.88,84996.0,4.73,0,0,100.0
8500,14.83,293.95,50000.0,6.55,0,0,100.0
1500,12.61,50.26,51600.0,20.74,0,0,100.0
4000,5.79,121.31,33600.0,22.5,0,0,100.0
3600,9.25,75.17,62000.0,14.73,0,0,100.0
16750,13.72,314.48,31368.0,17.29,0,0,81.19402985074628
7000,6.54,163.31,60000.0,4.26,1,0,76.07142857142857
14000,17.43,351.19,106000.0,19.6,1,0,100.0
11000,6.54,231.54,54000.0,16.09,0,0,68.63636363636364
6000,6.17,183.0,54000.0,15.29,0,0,100.0
4800,10.36,155.7,50000.0,16.03,0,0,100.0
18000,5.79,354.83,80000.0,3.19,0,0,65.0
8200,6.91,252.86,41000.0,6.5,0,0,100.0
3000,10.36,97.31,65000.0,3.56,0,0,100.0
19200,18.17,489.34,65000.0,18.41,0,0,100.0
12000,13.35,406.36,42000.0,12.51,0,0,100.0
8500,14.09,290.89,62400.0,20.0,1,0,100.0
1500,8.88,47.62,35000.0,11.21,0,0,100.0
10750,9.62,344.96,52000.0,17.88,0,0,100.0
6400,13.35,146.77,54996.0,13.7,0,0,100.0
6250,9.99,201.65,54000.0,12.24,0,0,100.0
9200,12.61,207.5,70001.0,17.73,0,0,100.0
24000,15.2,834.33,55000.0,19.16,0,0,100.0
12000,14.83,414.99,40000.0,14.13,1,0,100.0
15000,8.88,337.28,96000.0,20.69,0,0,70.83333333333333
10000,6.54,195.51,52000.0,23.77,0,0,63.75
12000,6.54,225.41,78000.0,20.29,0,0,61.25
6000,14.46,141.05,24996.0,17.52,0,0,100.0
3000,13.35,101.59,112500.0,11.84,0,0,100.0
7500,6.54,230.01,59000.0,9.29,0,0,100.0
7500,9.99,241.97,35000.0,1.44,0,0,100.0
25000,14.83,592.52,142000.0,19.17,0,0,100.0
8000,5.79,241.86,35000.0,12.48,0,0,99.6875
15000,8.88,476.16,140000.0,7.17,0,0,100.0
20000,12.23,353.31,125000.0,7.68,1,0,79.0
8500,9.99,274.24,19200.0,15.56,0,0,100.0
19000,13.72,646.8,35576.0,13.5,0,0,100.0
4000,16.69,98.75,14500.0,12.25,0,0,100.0
24250,12.23,395.23,70000.0,23.79,0,0,72.88659793814433
3600,12.98,121.27,65000.0,12.41,0,0,100.0
5000,6.91,154.18,38004.0,23.78,0,0,100.0
11000,5.79,333.6,64800.0,17.09,0,0,100.0
5000,12.98,168.43,39000.0,17.29,3,0,100.0
16000,15.95,388.67,35004.0,9.7,0,0,100.0
9600,13.72,221.99,97000.0,15.02,0,0,100.0
4500,14.83,106.66,70000.0,15.34,0,0,100.0
5000,6.17,152.5,45600.0,1.95,0,0,100.0
5000,9.62,105.31,67000.0,9.89,0,0,100.0
7200,9.62,231.05,108000.0,4.79,0,0,100.0
10000,16.69,354.99,82000.0,0.86,1,0,100.0
7000,14.46,240.82,40000.0,6.78,0,0,100.0
5000,14.09,171.11,45000.0,14.69,0,0,100.0
10000,12.61,225.54,57180.0,19.39,0,0,100.0
4800,12.23,107.34,150000.0,15.55,0,0,100.0
5000,9.25,159.59,39000.0,5.2,0,0,100.0
10000,14.83,345.83,97000.0,15.86,2,0,100.0
12000,9.99,387.15,50000.0,9.6,0,0,100.0
4000,14.46,94.03,117000.0,17.57,0,0,100.0
9000,12.98,303.16,47000.0,6.97,1,0,100.0
8000,13.35,270.91,130000.0,18.65,0,0,100.0
7325,17.8,185.22,36000.0,20.37,0,0,100.0
19000,16.32,465.28,52000.0,22.41,0,0,100.0
25000,15.2,869.09,75000.0,15.42,1,0,100.0
10000,10.36,324.37,71000.0,9.33,0,0,100.0
20000,6.54,381.05,81500.0,14.46,0,0,62.125
18000,9.99,382.36,70000.0,13.2,1,0,100.0
12000,8.88,380.93,87000.0,4.81,0,0,100.0
9600,5.42,289.54,75000.0,1.68,0,0,100.0
1600,10.36,51.9,10008.0,8.99,0,0,100.0
24000,19.66,631.33,68559.96,19.64,0,0,100.0
12000,6.54,245.34,60000.0,15.16,0,0,66.66666666666667
3000,12.61,67.67,50000.0,7.66,0,0,100.0
5000,14.46,117.54,44000.0,11.05,0,0,100.0
10000,13.35,229.33,43160.0,1.89,0,0,100.0
20500,6.91,394.71,54500.0,21.58,0,0,62.4390243902439
10000,16.32,353.16,160000.0,0.26,0,0,100.0
6125,6.17,186.81,75000.0,1.01,0,0,100.0
14500,17.06,360.84,58600.0,24.49,0,0,100.0
4800,6.91,148.02,36000.0,3.4,0,0,100.0
24000,17.06,597.24,80000.0,16.83,0,0,100.0
25000,9.99,571.05,65000.0,19.83,0,0,70.8
25000,14.83,864.56,300000.0,11.47,0,0,100.0
10750,9.25,343.1,82000.0,21.57,0,0,100.0
10000,5.79,186.52,45996.0,15.91,0,0,61.5
2000,12.61,67.02,24000.0,6.4,0,0,100.0
4000,12.61,134.03,54000.0,18.36,0,0,100.0
6000,6.17,183.0,65000.0,2.97,0,0,100.0
4800,12.98,161.69,55000.0,10.76,3,0,100.0
6000,9.99,127.46,50000.0,0.31,0,0,100.0
4000,8.88,126.98,79000.0,14.29,0,0,100.0
5000,6.91,154.18,55000.0,2.88,0,0,100.0
2400,10.36,77.85,22800.0,7.16,0,0,100.0
16000,9.25,434.86,71004.0,8.4,0,0,85.15625
6000,18.17,152.92,28800.0,20.79,0,0,100.0
10000,6.17,153.26,95000.0,2.65,0,0,50.25
6400,6.54,144.91,46300.0,16.07,0,0,73.828125
10000,10.36,201.93,40000.0,7.38,0,0,94.25
4000,10.36,129.75,79112.04,23.03,0,0,100.0
25000,13.35,380.69,78996.0,22.5,0,0,66.4
6000,12.98,202.11,76000.0,23.32,0,0,100.0
22000,6.54,422.45,77000.0,10.16,0,0,62.61363636363637
15000,6.54,300.54,75000.0,12.37,0,0,65.33333333333333
10000,13.72,231.24,40000.0,22.83,0,0,100.0
25000,13.72,376.34,73000.0,24.92,0,0,65.1
12000,6.54,230.78,55000.0,15.16,0,0,62.708333333333336
3000,6.17,91.5,26400.0,5.68,0,0,100.0
9400,6.91,206.61,31200.0,13.54,0,0,71.27659574468085
6500,15.57,156.59,93024.0,24.48,0,0,100.0
8000,5.42,241.28,31000.0,2.83,0,0,100.0
11200,13.35,256.85,79800.0,10.32,1,0,100.0
4000,15.57,96.37,33600.0,5.29,0,0,100.0
3000,9.25,95.75,97000.0,24.43,0,0,100.0
5600,6.54,171.74,39960.0,18.68,0,0,100.0
6000,8.88,190.47,50000.0,5.9,0,0,100.0
20500,9.25,481.94,45288.0,22.6,0,0,73.65853658536585
25000,13.35,386.99,50000.0,6.02,0,0,67.5
3200,18.54,116.56,54000.0,2.8,0,0,100.0
10000,9.62,320.9,62322.0,21.28,0,0,100.0
8525,6.54,261.44,51600.0,5.0,0,0,100.0
2100,14.83,49.78,45000.0,14.11,1,0,100.0
5500,6.91,169.6,20400.0,22.12,0,0,100.0
15000,9.99,231.01,23500.0,11.95,0,0,72.5
6000,5.42,180.96,56000.0,17.23,0,0,100.0
2400,10.36,77.85,23520.0,24.49,0,0,100.0
8000,5.79,242.62,82000.0,11.06,0,0,100.0
8000,6.17,150.21,30000.0,0.0,0,0,61.5625
25000,17.43,627.11,170004.0,6.09,0,0,100.0
1450,12.23,32.43,24000.0,3.6,0,0,100.0
20000,6.91,376.2,79000.0,15.05,0,0,61.0
12500,6.17,381.24,117832.0,2.59,0,0,100.0
8300,9.99,267.78,26000.0,9.46,0,0,100.0
8400,13.72,194.24,84552.0,19.02,0,0,100.0
2500,9.62,80.23,25000.0,2.3,0,0,100.0
9600,12.98,218.34,75000.0,23.14,0,0,100.0
15000,6.17,281.36,120000.0,3.98,0,0,61.5
2500,12.98,84.22,13200.0,16.45,0,0,100.0
2050,8.88,65.08,30000.0,17.16,0,0,100.0
5000,12.61,167.54,45000.0,10.75,0,0,100.0
18000,14.46,619.23,180000.0,11.53,3,0,100.0
6350,5.79,159.98,38000.0,5.24,0,0,83.07086614173228
5000,12.98,168.43,51000.0,13.65,0,0,100.0
15000,5.79,277.5,70000.0,20.91,0,0,61.0
12000,13.72,277.49,36000.0,13.77,0,0,100.0
10500,14.46,246.83,130000.0,24.59,0,0,100.0
7500,12.23,249.94,75000.0,15.33,0,0,100.0
7800,9.99,251.65,60000.0,11.06,1,0,100.0
15000,6.17,278.31,77237.0,1.85,0,0,60.833333333333336
25000,14.83,864.56,300000.0,13.9,0,0,100.0
9000,6.54,176.34,35000.0,4.77,0,0,63.888888888888886
5000,6.17,152.5,136000.0,2.0,0,0,100.0
5000,16.69,123.44,42000.0,15.63,0,0,100.0
6000,5.79,178.93,62500.0,12.61,0,0,98.33333333333333
1000,9.99,32.27,85000.0,2.84,0,0,100.0
4200,15.95,147.56,54996.0,5.32,0,0,100.0
16000,9.99,236.85,72500.0,23.64,0,0,69.6875
1000,9.99,32.27,24000.0,6.75,0,0,100.0
2500,15.95,60.73,126600.0,16.44,1,0,100.0
5850,15.2,203.37,23500.0,2.86,0,0,100.0
5600,6.54,171.74,89610.0,10.79,0,0,100.0
2200,5.79,66.72,55000.0,19.29,0,0,100.0
4000,14.83,94.81,20000.0,23.34,0,0,100.0
5000,6.17,152.5,36000.0,22.83,0,0,100.0
7000,9.62,147.43,63000.0,6.72,0,0,100.0
10200,13.72,235.86,97000.0,19.91,0,0,100.0
15250,9.99,226.23,130000.0,18.59,0,0,69.8360655737705
5000,10.36,162.19,45000.0,13.41,0,0,100.0
15000,6.54,290.58,72000.0,6.17,0,0,63.166666666666664
10000,5.79,268.4,65000.0,3.91,0,0,88.5
2900,9.62,93.06,70992.0,20.79,0,0,100.0
10000,9.62,320.9,66996.0,6.93,1,0,100.0
3825,12.98,87.0,90840.0,9.05,0,0,100.0
8000,12.61,268.06,30000.0,18.48,0,0,100.0
4000,10.36,129.75,40000.0,19.29,0,0,100.0
18000,6.91,333.03,45600.0,23.16,0,0,60.0
24000,17.43,838.4,65712.0,21.35,0,0,97.39583333333333
10800,12.23,359.91,33000.0,16.4,1,0,100.0
16000,8.88,507.91,40000.0,7.26,0,0,100.0
10000,14.83,345.83,72000.0,18.78,0,0,100.0
6000,9.25,191.5,36000.0,23.9,0,0,100.0
15000,12.23,214.67,78000.0,18.0,1,0,64.0
9700,8.88,307.92,56400.0,0.96,0,0,100.0
14000,6.91,218.94,40000.0,11.64,0,0,50.714285714285715
15000,12.61,502.6,31680.0,13.11,0,0,100.0
15000,15.2,239.55,35000.0,20.37,0,0,66.83333333333333
1800,12.61,60.32,36000.0,6.3,0,0,100.0
10000,10.36,214.25,70000.0,17.66,0,0,100.0
12000,6.54,253.78,33000.0,14.84,0,0,68.95833333333333
8000,15.2,191.17,100000.0,4.24,0,0,100.0
6000,16.32,146.94,35000.0,14.54,0,0,100.0
24000,17.43,379.41,90000.0,10.84,0,0,63.020833333333336
5000,14.83,118.51,110000.0,11.42,0,0,100.0
25000,13.72,368.82,71000.0,24.05,0,0,63.8
7000,9.62,224.63,40000.0,9.48,0,0,100.0
12000,15.57,289.09,51600.0,2.51,0,0,100.0
13000,6.54,253.78,27600.0,13.61,0,0,63.65384615384615
7750,9.62,248.7,29760.0,22.62,0,0,100.0
6100,9.62,128.47,35400.0,22.44,0,0,100.0
24000,16.69,592.47,65000.0,15.56,0,0,100.0
5000,5.79,151.64,111000.0,4.39,0,0,100.0
3000,6.54,92.01,74004.0,2.53,0,0,100.0
25000,13.35,475.28,63600.0,12.74,0,0,82.9
16000,12.23,253.24,39600.0,12.03,0,0,70.78125
23500,20.03,473.88,69200.0,22.91,1,0,76.06382978723404
19750,12.23,283.99,33664.44,17.4,0,0,64.30379746835443
17000,5.79,316.16,100000.0,16.87,0,0,61.3235294117647
7500,12.61,169.16,71500.0,18.73,0,0,100.0
4200,9.25,134.05,38000.0,3.22,0,0,100.0
6750,6.91,165.75,37500.0,12.03,0,0,79.62962962962963
10000,17.43,250.85,54000.0,10.96,0,0,100.0
5000,8.88,158.72,36000.0,1.23,0,0,100.0
3600,9.99,116.15,35000.0,3.81,2,0,100.0
10500,6.17,205.11,50000.0,15.48,0,0,64.04761904761905
3000,10.36,97.31,48996.0,12.78,0,0,100.0
13200,9.99,425.87,54000.0,12.62,0,0,100.0
8000,14.46,188.06,80000.0,15.16,0,0,100.0
15000,16.69,365.36,125000.0,12.08,0,0,98.66666666666667
3500,10.36,113.53,16107.0,7.6,0,0,100.0
6000,6.54,184.01,78200.0,7.43,0,0,100.0
7000,6.91,215.86,37000.0,17.58,0,0,100.0
8000,14.46,275.22,70000.0,19.75,2,0,100.0
15000,10.36,162.3,57000.0,21.68,0,0,50.5
5000,12.61,167.54,40000.0,9.36,0,0,100.0
14000,5.79,183.48,85000.0,1.82,0,0,43.214285714285715
4800,15.95,168.64,36000.0,5.67,0,0,100.0
12000,6.17,365.99,65000.0,8.31,0,0,100.0
10000,13.35,229.33,30000.0,23.12,0,0,100.0
14400,12.23,479.87,70000.0,13.53,0,0,100.0
12000,13.35,275.2,80000.0,14.76,0,0,100.0
8000,10.36,259.5,61440.0,5.64,0,0,100.0
3300,6.17,100.65,19200.0,24.56,0,0,100.0
12000,5.42,361.92,35000.0,14.13,0,0,100.0
25000,12.98,408.24,140000.0,4.26,0,0,71.8
3000,9.25,95.75,44000.0,11.4,1,0,100.0
15000,10.36,204.07,43000.0,7.34,0,0,63.5
7200,9.99,152.95,52000.0,24.14,0,0,100.0
25000,13.35,353.74,65000.0,4.62,0,0,61.7
4500,6.54,138.01,85000.0,6.21,0,0,100.0
10000,9.99,322.63,100000.0,20.63,0,0,100.0
9000,6.17,182.24,200000.0,8.33,0,0,66.38888888888889
